,text,gpt-4o-mini_response
382,หาเพื่อนเดินเกษตรพรุ่งนี้คั้บบ อยากไปมากแต่เพื่อนม่ะไปด้วย🥹,neutral
383,มีโซนไหนคนไม่แออัดบ้างคะ พอจะมีมั้ยยㅠㅠ,neutral
384,มีใครรับจ้างปาบูธ angry birds มั้ยคะ อยากได้ตุ๊กตาเป็ดกลับบ้าน🥹แต่สกิลปาเป็น0,neutral
385,มาเกษตรแฟร์ด้วย หลงมา555. 🤭😑,neutral
386,พวกนี้ดึงเชงเก่งมาก เค้าอยากย้ายนี้ก็หาเรื่องให้เค้าอยุ่ต่อ สิทธิประโยชน์อะไรก็ไม่มี,negative
387,สนใจเล่มไหน ขอดูรูปได้ค่ะ ซื้อเยอะลดแหลกแจกแถมไปเลย 🙏🙏,positive
388,หวัดดีฮะ น้องเมษา 😁❤️✨,positive
389,มินิมอลมาก ชั้นใส่เครื่องประดับอะคริลิก นางหมุนได้360องศาเลยอะ หยิบใช้สะดวก เหมาะกับคนของเยอะแต่ไม่มีกล่องใส่,positive
390,มีใครไปมาแล้วบ้าง อยากจะถามว่าที่งานมีร้านขาย Salmon sashimi ไหมคะ? ถ้ามีอยู่แถวไหนคะ? ขอบคุณค่า,neutral
391,คนเยอะสุดๆ,neutral
392,ฟีลลูกคุณมากกกกกกก ไม่น่าเชื่อว่าวงนี้เเค่หลักสิบ มันสวยมากเลยยย 💍💖💖 พิกัด : https://t.co/U6vxTF3xEO,positive
393,มีร้านปิ๊กกีต้าขายมั้ยคับบ🥺,neutral
394,เจอลุงไนท์หัวหน้าลิงและแก๊งคอเย็นด้วย ดีจุยมากกกกกก ข้าเจอหัวหน้าเผ่าแล้ว อุอุอะอะ,positive
395,โทรศัพท์หายที่เกษตรแฟร์ก็คือทำไรไม่เลยจิงๆดิคนหายเยอะมากเลยนะรวมถึงนี่ด้วยโดนยขโมยไปเมื่อวาน ตำรวจไม่มีตามคดีเลยหรอ ต้องตามกันเอง เห็นว่าเป็นคดีเล็กแล้วไม่ทำอะไรเลยเนี่ยนะ โจรเกลื่อนงาน,negative
396,เป็นกุหลาบที่สวยมากเเละราคาคือจึ้งมากกก หลักสิบเองแก🌹 ไปตำ พิกัด : https://t.co/hn7hlO6N0D,positive
397,รับออเดอร์อยู่น้า อุดหนุนได้นะค้า 🥰,positive
398,ของดีม.เกษตร อยากไปต่อแต่พอแล้ว ละลาย เหมาขนมปังและน้ำ บูทM51 มาทานกันเยอะๆน้า,positive
399,ยังเดินไม่หมดอยากไปเดินอีก อากาศร้อนๆตอนบ่ายแลกกับคนที่มาเดินน้อยกว่าช่วงเย็น ก็โอเค ได้อุดหนุนเดินชมบูธของน้องนักศึกษาก็ใจฟูชอบแนวนี่🥰,positive
400,แฟนเราก็บอกว่าเห็นชัดว่าเค้าเอาส่วนที่เหลือใส่กล่องอื่นไว้​ เพื่อจะเอาไปขายต่อในราคากล่อง120(แบบสับไว้แล้ว)​ มาเตือนนะคะ​ว่าจะซื้อของอย่ายืนงงแบบเรา​ ดูดีๆไม่งั้นก็ยกหางไปสับเองที่บ้านค่ะ​ พ่อค้าแม่ขายอย่าทำแบบนี้กันนะคะ​ ลูกค้า​ก็หาเงินมาเหนื่อย​มาซื้อของอร่อยๆกิน​,negative
401,ไม่ได้เดินเกษตรแฟร์นาน วันนี้ไปเดินมา คือเหนื่อยสัสสสสสสสสสสส แต่ใดๆคือ ม็อคเทลร้านนี้ อร่อย หายเหนื่อย,positive
402,เตือนแล้วนะ! วันนี้​เราไปซื้อหางหมูกรอบเจ้าดังในงานค่ะ​ เลือกชิ้นราคา240บาท​ แต่สิ่งที่เรากับแฟนเอะใจคือ​ แม่ค้าคน1หยิบไป​ คน2สับๆแล้วเอามาใส่กล่องให้เรา1กล่อง​ ส่วนที่เหลือคือเอาใส่กล่องแต่ไม่ให้เรา​ งง! เดินออกไปแกะกินก็บ่นกับแฟนว่าทำไมน้อยจังทั้งที่เลือกชิ้นใหญ่​,negative
403,เหลือไม่กี่ใบแล้วค่า Ib ได้เลยงับ,neutral
404,ก็เยอะอยู่นะ🤣,neutral
405,วันนี้พระจันทร์สวยมากเลยนะ เต็มดวงใหญ่มากเลย ลองออกไปดูสิ🌝🌕,positive
406,สัมผัสแรกมันเอ๊ะ มันทะแม่งๆ พอกินคำต่อไปคือใช่เลย เหมือนป๊อกกี้ที่ละลายน้ำทั้งแท่งแล้วใส่โซดา แต่อร่อย👍🏻,positive
407,มาเดิน  เจอ KU Acoustic เล่นเพลง Mr.Everything กี๊ดด,positive
408,งาน เกษตรแฟร์66 โซน K รุ่นพี่มิวสิคน่ารัก กดรี ☺️ รุ่นพี่มิวสิคน่าเอ็นดู กดชอบ 🥰 #เทอมสองสยองขวัญ เริ่มฉายแล้วนะ #สหมงคลฟิล์มกลางแปลง,positive
409,ช่วยด้วยยยยยย😱😱😱😱 น่ารักเกินปาายยยย 💗💗💗,positive
410,น้องอยู่ไหนไม่รู้ แต่ที่รู้คือน่าอัวมากก 😖😣😱,negative
411,อร่อยจนต้องมาซ้ำอีกรอบ หมูกรอบเชฟเบิร์ด มีฝั่งโซน G ด้วย 🤣,positive
412,ชอบสิ่งนี้ที่สุดแย้ว น้องน่ารัก+อร่อย 💖,positive
413,Enjoy watching the movie with nong miu 🫶🫶,neutral
414,โคตรน่ารัก 💗💗💗,positive
415,น้องเมษา 💗💗💗,positive
416,รุ่นพี่คนนี้จะเจอได้ที่ม.ไหนได้อีก นอกจากที่นี่,neutral
417,มาดูหนังต้องน่ารักขนาดนี้เลย 🤭🤭🤭,positive
418,รีวิว  ปาเทดกาเสดร้อนชิบหาย ของกินก็แพง รสชาติเฉยๆ ละคือเก็บตังค่าเข้าห้องน้ำ งงมาก ที่จอดรถก็กั๊กไว้ ไม่เปิดให้จอด รถจอดๆกันตามถนนข้างทาง สัตว์ที่เอามาขายคือน่าสงสารมาก น้องจะแห้งตายกันหมดละ,negative
419,น้องเมษามารอแล้วน๊าาา 🤗🤗🤗💗💗💗,positive
420,ยู๊กหมาาาาา 🐶💕 /ยังอยู่บนบีทีเอสอยู่เลย แต่ไปแน่นอนค่ะ 🥹🥹,positive
421,ฝากทำแบบสอบถามค่าา แลกกันได้นะคะ https://t.co/DkyhqHUqLI,neutral
422,น้องเมษามาแล้ว,neutral
423,❤️‍🔥พร้อมส่ง - ชุดปาดไหล่ ราคา 200฿ รวมส่ง เคยใส่ ครั้งเดียว ✅นัดรับ BTS เกษตร-เซ็นทรัลลาดพร้าว สนใจทักเลยค่ะ สีจริงสีม่วงน่ารักมาก นัดรับเหลือ 180฿,positive
424,น่าร๊าาากกกก....มาดูหนังกับน้องกัน 🤗🤗🤗💗💗💗,positive
425,มาดู #เทอมสองสยองขวัญ พร้อมน้องมิวสิค ในงาน #สหมงคลฟิล์มกลางแปลง กัน น้องมาถึงรอแล้ว ☺️ หนังเริ่มฉายหนัง 1 ทุ่มตรงนะ,positive
426,มีใครรับหิ้วกำไลข้อมือบ้างค้าบ ขอคิดค่าหิ้วไม่แพงงับแล้วไปวันนี้หรือวันไหนก็ได้ครับ🙇🏻‍♀️🥺,neutral
427,ซื้อเพราะอยากกิน ❌ ซื้อเพราะคนทำ ✅,neutral
428,ของกินเยอะไม่ไหว เลือกไม่ถูก,neutral
429,ฝนตกไหมค้าา,neutral
430,เกษตรแฟร์ อ่ะมันมีที่จอดรถลับอยู่ เว้ย หลังคณะชั้นค่ะ ว่างเพียบ ไปหาเอาคณะ อก.,neutral
431,ตรงข้ามหนังกลางแปลงมีร้านของนิสิตสัตวแพทย์นะคะ มีทั้งหมูกระทะ วัวหัน จระเข้ ยำ หมูกระทะ ไก่ไวน์ และอีกหลายเมนูเลยค่ะ มาทานกันได้นะคะ❤️,positive
432,"งานเกษตรแฟร์ 2566 มาพร้อมคอนเซปต์ ""80 ปี เกษตรนนทรี นำวิถีใหม่ ไทยยั่งยืน"" พบกันได้ตั้งแต่วันที่ 3-11 กุมภาพันธ์ 2566 ภายในงานจัดโซนไว้ถึง 17 โซน! https://t.co/sEx6pjRgxg",neutral
433,หาเพื่อนเดินเกษตรแฟร์ วันที่10นี้คั้บไปคนเดียวเหงามาก😭,negative
434,ไม่อยากให้มีรถจอดตรงนี้อ่ะ ขึ้นรถตะลัยไม่สะดวกเลย เหลืออีกไม่กี่วันสามารถแก้ปัญหาได้มั้ยคะ สงสารเด็กที่ต้องมาเรียนหน่อยยย,negative
435,ถ้ากระเป๋าตังค์หาย จะไปแจ้งตรงจุดไหนได้บ้างคะ 🥲,neutral
436,ใครอยากเจอ เจอคนหล่อ สวย ตอนนี้ค่ะ โซนนิสิต,neutral
437,อยากไปเกษตรแฟร์แต่ไม่มีใครไปด้วยเลยเนี้ยย,neutral
438,นับจำนวนร้านติดป้ายราคา ยังง่ายกว่านับจำนวนร้านที่มันไม่ติดอีด รำคาญที่ต้องคอยเดินถามแม่งทุกร้าน,negative
439,ใครมาเกษตรแฟร์ มาอุดหนุนได้นะคะ เราอยู่โซน D หน้าคณะเศรษฐศาสตร์ เดินมาตรง Econ lab จะเจอบูทนิสิตคณะเศรษฐศาสตร์หลายบูทเลยค่า 🤪🍓👀,positive
440,ใครมาเกษตรแฟร์ มาอุดหนุนสตอเบอร์รี่โยเกิร์ตได้นะคะ ราคา 39 บาท ฟรีท็อปปิ้ง 1 อย่าง อยู่โซน D ระหว่างบูท D12 D13 หน้าคณะเศรษฐศาสตร์ เดินมาตรง Econ lab จะเจอบูทนิสิตคณะเศรษฐศาสตร์หลายบูทเลยค่า 🫶🏻✨️,positive
441,หารีวิวร้านของกินในเกษตรรแฟร์ตามติ๊กต่อก หลายคลิปบางคนตั้งใจเข้ารัานที่คนขายหน้าตาดีเลย ตั้งใจถ่ายเปนคอนเท้น แอบสยองอ่ะ ไม่รู้คนไทยvalueกับคนหล่อสวยอะไรขนาดนั้น,neutral
442,เอาดี ๆ Let it โก๋ โก โก้ อร่อยสุบๆ,positive
443,เจอใครอ่า 🤣🤣 เป็นร้านที่แวะแบบไม่คิดเพราะอร่อยแน่นอน,positive
444,หาเพื่อนเดินด้วยกันค้าบบบบ อยากไปมั่ก แต่ไม่มีคนไปด้วยเล้ยยยยย,neutral
445,อยากรู้มากอันนี้มีแบบประเมินบ้างมั้ย เพราะเค้าพูดไม่ดีเลยจริงๆ หน้าเหวียงด้วย,negative
446,วันนี้เปิดร้านแล้วคับบ ครอฟเฟิลอบใหม่ๆ ร้อนๆ อร่อยมาก ทิ้งไว้สักพักยังกรอบอยู่ รีวิวโดยลูกค้าที่มากิม 🤩 ร้านอยู่โซนนิสิตm242 ข้างkuhome หน้าศาลพระภูมิเยยคับ มีโปรด้วยน้า มาได้ค้าบ,positive
447,รับหิ้ว ของgot7 งานม.เกษตร วันนี้นะคะ ชิ้นเล็ก 10บาท ใหญ่ 20 ค่ะ,neutral
448,มันบดชีสบูธเราอร่อยมากทุกคน พูดแบบไม่อวย คืออร่อยจริง ๆ ขายเองซื้อกินเอง ถ้ายังไม่เชื่อต้องมาลองละ บูธอยู่โซนร้านนิสิต M115-118 นอกจากมันบดแล้วเบอร์เกอร์ก็มีด้วย มาเถอะ 🥹🥹🥹🥹,positive
449,การนอนหลับสามารถช่วยฟื้นฟูร่างกายของเราได้ โดยในกลุ่มวัยช่วงอายุ 18-25 ปี ควรนอนพักผ่อน 7-9 ชั่วโมงต่อวันเลยนะ 🥱🤤 . อ่านต่อ : https://t.co/D0bgQ7yqjA .,neutral
450,รีวิว เที่ยวงานเกษตรแฟร์ 2566 (Kaset Fair) ตั้งแต่วันที่ 3-11 ก.พ นี้ 🔗 https://t.co/Huqo0Ftocm หากคุณชื่นชอบการรีวิว มาร่วมส่งคอนเทนต์กับเรา : https://t.co/2se578Zdpa พวกเรารออ่านคอนเทนต์ของคุณอยู่นะคะ,neutral
451,หาเพื่อนไปเดินเกษตรแฟร์ตอนนี้จะมีมั้ยอ่ะ🥹,neutral
452,หาเพื่อนเดินนน,neutral
453,เคยไป 1 ครั้ง ไม่อิน ละไม่ไปอีกเลย,negative
454,ใครไปคนเดียวบ่างง หาเพื่อนเดิน,neutral
455,ปัญหาของปีนี้คือร้านค้าไม่ติดป้ายราคาเยอะมากต้องเข้าไปถาม บ้างทีถามก็ไม่ตอบ(อาจจะด้วยหลายๆเหตุผล) บ้างคนหิวก็ซื้อเลยล่ะกันคิดว่าราคาคงไม่แพง แต่พอจ่ายจริงก็คือแพงมากๆ อยากให้บังคับให้ร้านค้าติดป้ายราคาให้ชัดเจนหน่อยเถอะ,negative
456,รู้จัก ม.เกษตร ให้มากกว่าที่เห็นจาก,neutral
457,ร้อนมากกกกกกกกกก,negative
458,เกษตรแฟร์หรอ หรือจะสู้หนุ่มเกษตรอะ เกินไปป่าว 🔥🔥 https://t.co/hehMXgIg3T,neutral
459,เมื่อกะเทยชวนเพื่อนไปงาน,neutral
460,กาละแมแม่เกดที่งาน ไม่อร่อยเลยหวานอย่างเดียว แถมแม่ค้าหน้าไม่รับลูกค้าอีก,negative
461,ไปกันจ้า เหลืออีกหลายวัน ไปจอยพลังวัยรุ่น,positive
462,ขนมจีนร้านไหนอร่อย,neutral
463,เกษตรแฟร์มีโรตีขายไหมคะ,neutral
464,หลัง1ทุ่มคุณลุงยังอยู่ไหมคะใครทราบบ้าง🥺,neutral
465,พ่อค้าอยู่ M30 นะค้าบบบอยู่โซนนิสิตตต,neutral
466,ไส้กรอกตบทรัพย์ในตำนาน! สาวสั่งมากินในงานดัง งาน,positive
467,สุดถวิลเป็นเบอร์เกอร์ร้านโปรดของเราร้านนึงเลย กินกี่ครั้งก็อร่อยเหมือนเดิม ราคาเริ่มต้นที่ 79฿ มีหมู/เนื้อ/ไก่ทอด แนะนำมากๆ ร้านอยู่โซน K58/1 แถวที่มีรถฟู้ดทรัค,positive
468,ใครมางาน ช่วยรีวิวหน่อย,neutral
469,เปิดแล้วค่า ไอติมกะทิบัวลอย โซนนิสิต บูทM44 ไอติมหวานมันทานคู่กับบัวลอย เข้ากันสุดๆ ราคาถ้วยละ 29 บาท เท่านั้น!!! มาซื้อกันเยอะๆนะค้าา 🙇🏻‍♀️🙇🏻‍♀️,positive
470,สั่งกินเข้ามาได้ตลอดเลยนะคะ นม THC พร้อมเสริฟค่าาา 🥛💤💪🏻 กดลิ้งค์ด้านล่างแล้วเข้ามาสั่งกันเลย 🛒 https://t.co/enn6K2IeAB,positive
471,อะไรที่ทำให้ I’M YOURS ‘โยเกิร์ตผลไม้ฟรีซดราย’ ของเราไม่เหมือนใคร✨ ในหนึ่งซองซ่อนอะไรไว้บ้าง มาดูกันนน อร่อยมีประโชน์ กินแล้วไม่รู้สึกผิด เปลี่ยนจากการกินโยเกิร์ตแบบถ้วยมาสู่ขนมคบเคี้ยว ทานง่ายทุกที่ทุกเวลา 💖,positive
472,เนื้อจระเข้ของข้าาาาา อาโหร่ยยยย,positive
473,ไปตอน13.00จะมีของขายยังคะคนจะเยอะมั้ย,neutral
474,รับหิ้ว ของgot7 งานม.เกษตร วันนี้นะคะ ชิ้นเล็ก 10บาท ใหญ่ 20 ค่ะ,neutral
475,พิกัด หน้าตึก45ปี คณะวิทย์ ปล.ไม่มีของหยางหยาง 杨洋,neutral
476,นอกจากอาคารจอดรถละมันไปจอดไหนได้บ้างเนี่ย,neutral
477,‼️แจ้งเตือน‼️ แฟนๆ มิวสิค,neutral
478,เมี่ยงปลาเผาร้านนี้อร่อยมากกกกก เราสั่งเมี่ยงปลาทับทิมเผา มีบุฟเฟ่ผัก ปลาตัวใหญ่สุดๆ ราคา300฿ถ้วนค่าพี่ ตกใจมากเว้ออออ ปลาสดเนื้อแน่นอิ่มฝุดๆ พี่ๆคนขายก็น่ารักมากๆๆแกกก ลองไปกิน ชื่อร้านเมี่ยงปลาเผาเก้าแสน อยู่หน้าเวทีกลางเลยค่า,positive
479,สำหรับใครที่จะไปเกษตรแฟร์เราขอเตือนเลยว่าดูแลทรัพย์สินของตัวเองดีๆล่าสุดเพื่อนเราโดนขโมยโทรศัพท์ไปแล้วสดๆร้อนๆเมื่อคืนเลย ตอนแรกก็ถือถ่ายกันปกติแต่พอกำลังจะเดินออกเพื่อนดันหาโทรศัพท์ไม่เจอ เราก็ช่วยโทรหาแต่มันปิดเครื่องหนีไปแล้วเราเลยพากันไปแจ้ง มีต่อ,negative
480,ทุกคนเคยทานต๊อกบกกีกับซอสหมาล่ากันมั้ยย 🙌🏻 เป็น combination ที่ดีม๊ากก อยากให้ทุกคนได้ลองง🥹 ซอสโรเซ่หมาล่าหอมๆ เค็มหวานลงตัว กับเครื่องต๊อกบกกีแน่นๆ ฟินสุดไรสุดด‼️ มีลูกค้ากลับมาซื้อซ้ำเยอะมากๆๆ 📍M190 โซนนิสิต,positive
481,มอเกษตรศาสตร์ถ้ายังจัดการขยะไม่ได้ก็อย่าจัดงานเกษตรแฟร์ มีปัญญาเก็บค่าเช่าก็ช่วยมีระบบจัดการขยะที่ดีกว่านี้ด้วย,negative
482,แม่อย่าแกล้งน้อง555525252525555ขำมากหายใจไม่ออกช่วยด้วย55525555555555555,positive
483,แว้บแรกคือเหมือนเจ๊กุ้งจริงๆ555555525255 เริ่ดมากตัวแม่จะแคร์เพื่อ เวรี่กู้ดสุดสุด 555555255252552555555 📍 https://t.co/GeZID6NQMv,positive
484,เดินมารอบงานเกษตรแฟร์ ขอให้ร้านนี้เป็นอันดับ 1 อร่อยมากกก แถมราคาโคตรดีไม้ละ 10 บาท เหมือนเป็นร้าน ngo ไม่แสวงผลกำไร 😂😂😂 เนื้อชุ่มฉ่ำมากก ตรงมันเนื้อนี่โคตรดี เกรียมๆ โคตรดี! น้องๆการันตี “อร่อยไม่ซ้ำ จำสูตรไม่ได้ แฮ่!” 😂,positive
485,หมูกรอบเชฟเบิร์ด โซน A ข้างเวทีกลางคืออร่อยวัวตายควายล้ม หนังกรอบ ไม่แข็ง เนื้อเยอะ ไม่มัน น้ำจิ้มแซ่บ กะซื้อกินขำๆ อร่อยเวอร์วัง กินหมดอย่างไวจนลืมถ่ายรูป,positive
486,แล้วเป็นไรร้านค้าไม่ค่อยจะติดราคากัน มันผิดกฏหมายนะรู้มั้ย,negative
487,เดินมาเรียบร้อย  วันอาทิตย์ที่ผ่านมา จากใจเด็กเกษตรฯ รีวิวสั้นๆ คนเยอะเกินเบอร์ งานใหญ่มาก!!! เดินตั้งนาน ได้แค่ 1 ใน 3 ของกินเยอะจริง ไฮไล์คือบ้านผีสิง เหมือน ปยอ. 40 บาท แต่น่ากลัวโคตร😂 ของกินอร่อย ชอบสุดคือแพนเค้ก Souffle แถวใกล้อนุสาวรีย์สามบูฯ,positive
488,วันนี้ อ. 07 ก.พ. 2566 ช่วงบ่าย ๆ เกือบจะเย็น เดินงานเกษตรแฟร์แบบทัวร์ชะโงก เพราะว่า หวั่นคนเยอะและรถติด เกรงจะถึงบ้านช้า จึงเดินแบบรีบ ๆ ซึ่งจากที่เดินดูคร่าว ๆ อาหารคาวหวานหลากหลาย ราคาดีงามเป็นมิตรกับเงินในกระเป๋าสตางค์มาก ครับ 🧸,positive
489,ผลไม้ตักปั่น มาทุกวันกินทุกวัน อร่อยไม่ซ้ำจำสูตรไม่ได้เพราะเราตักเองง แต่พ่อค้าน่ารักมากกก กลัวรสชาติไม่เข้ากันก็ถามได้ แนะนำดีด้วย ต้องไปลองง,positive
490,ร้านนี้รับประกันมาก อร่อยแบบ10ๆๆๆๆ นี่วันอาทิตย์ไปซื้อมา วันอังคารยังกรอบอยู่เลย งง แคปหมูแม่ไม่อยู่ G01G02,positive
491,ไอติมผักชีถั่วตัดดด อร่อยมากฮือออ 10/10เลย!!,positive
492,วอนร้านค้าติดราคา อยากกินแต่ไม่อยากเสี่ยง ขอบพระคุณค่ะ☺️,neutral
493,มึงไอ่เหี้ย สูบพอร์ตตาสทางเดินคือมีมารยาทมั้ย กาลเทศะนิดนึง,negative
494,คนเยอะยิ่งกว่า bts ช่วง rush hour,neutral
495,เนื้อย่างร้านนี้อร่อยมาก ใครมาเดินเกษตรแฟร์แนะนำเลยค่ะ ไม้ละ15บาท อยู่โซนบู๊ทขายอาหารของน้องๆนิสิต❤️❤️,positive
496,Kaset fair 2023 | เกษตรแฟร์2566 ของกินเพียบ ต้นไม้ถูก สัตว์เลี้ยง และสวนสนุก,positive
497,นอกจากคณะสัตวแพทย์จะเปิดร้านอาหารแล้ว ก็ยังมีบูทบริการให้คำปรึกษาเกี่ยวกับสัตว์เลี้ยง ฉีดวัคซีนป้องกันโรคพิษสุนัขบ้าและถ่ายพยาธิสุนัขและแมวฟรี โดยพี่หมอสัตวแพทย์ ระหว่างวันที่ 3 - 11 กพ. 66 ณ เต็นท์คณะสัตวแพทยศาสตร์ ตรงข้ามปั๊ม ปตท. ด้วยนะคะะะ,positive
498,อยากรีวิว เกษตรแฟร์66 (ผมน่ะเพิ่งไปครั้งแรก) เริ่มจากไปถึงงานตั้งแต่16.00 กลับตอน22.00 ก็คืออยู่จนปิดงานเดินแบบ6ชั่วโมงจริงๆ //สุดยอดมากเจ้าขา👍🏻 ต้องบอกก่อนว่าไม่ได้ถ่ายรูปเน้นไปเดินกินมากว่า สวนนี้คือที่ไปเดินมา5555 ผมน่ะเข้ามาจากประตู2 เริ่มเดินตั้งแต่โซนK,positive
499,งานเกษตรแฟร์นี้นี้ แจ่มมาก https://t.co/4G7mbv6XHB,positive
500,ของดีเกษตรแฟร์ปีนี้ ☺️ แวปแรกคืออปป้าจากเกาหลีแน่ๆ เลขบูธอยู่ในรูป ไปอุดหนุนน้องๆกันได้น้า,positive
501,อยากตามหาพี่คนนึงคับเห็นตรงทางเดินพี่ขับรถ หยุดรถแล้วยักคิ้วให้หนูข้ามถนน พี่ทะเล้นมากๆถ้าเจอโพสต์นี้ ฝากแปะๆไอจีไว้หน่อยได้ไหมคับอยากส่อง🥺🥺,positive
502,ร้านไมโลโรงเรียนตรงแถว 3 บูรพาจารย์ แย่มาก ตอนจะไปซื้อ ร้านกำลังตะโกนโปรโมทแก้วไว้ใส่ไมโล (ดังภาพ) ราคา 70฿ เราเข้าไปซื้อแก้วธรรมดาราคา 45฿ เพราะอยากกินแค่ไมโล ไม่ได้อยากได้แก้ว สิ่งที่ร้านทำคือ (ต่อ),negative
503,เดินตามหาอยากจะกิน รอคิวเยอะมาก 🍓🍓🍓🍓,neutral
504,นั่งอ่อยอยู่ที่เกษตรแฟร์ 🥤🍡🍰,neutral
505,วันนี้มีใครไปเดินงานเกษตรแฟร์มั้ยคะ พอดีจะขอรบกวนช่วยทำแบบสอบถามให้สักเล็กน้อย 🥺🥹 (เราต้องใช้ข้อมูลของคนที่มาเที่ยวงานเกษตรแฟร์ในวันธรรมดาอะค่ะ 🙏🏻🙆🏻‍♀️) เป็นงานของคณะค่ะ ขอบคุณล่วงหน้านะคะ 💚 https://t.co/u2NLpzSmJh,neutral
506,กระเป๋าตังหายเเจ้งที่ไหนได้บ้างคะ,neutral
507,เดินเกษตรแฟร์5ชั่วโมงเต็ม มันตายได้เลยนะ แต่ผู้ชายทำให้เราต้องอยู่ต่อ✌️,positive
508,ใครพอมีพื้นที่ว่างเลี้ยงน้อง ช่วยรับน้องไปอยู่ด้วยหน่อยค่ะ น้องๆน่ารักมากเลย กำลังรอคนใจดีพาไปอยู่ด้วย💗🙏🏻,positive
509,ร้านเริ่มเก็บรึยังคะ,neutral
510,เจ๊แขกอยู่โซนไหนคับบบบ,neutral
511,ปิดกี่โมงคะะะะ อยากไปปป,neutral
512,รีวิวเกษตรแฟร์ปีนี้ ร้านข้าวโพดคลุกเนย 58 ร้าน,neutral
513,ทุกคนนนนนนนนน ใครมางาน ม.เกษตร เราแนะนำเลยให้มาจอดแถวเลยป้ายคณะสถาปัตยกรรม หลังป้ายนี้เลี้ยวซ้ายเลย พี่ๆเค้าเก็บคันล่ะ 20 บาท จอดได้ตลอดคืน,positive
514,เดินงานเกษตรเเฟร์ ระวังพวกชอบล้วงกระเป๋าด้วยนะครับ สน. บางเขนได้เเจ้งผมมาว่า มีโทรศัพท์หายมากกว่า20เครื่อง เเล้วทำการปิดเครื่องหนี ระวังกันด้วยครับ,negative
515,อยากไปเดินเกษตรแฟร์อีก ยังชิมไม่ครบทุกร้านเลย,positive
516,ทุกคนน ใครมางานเกษตรแฟร์ช่วยคุณลุงซื้อขนมหน่อยได้มั้ยย คุณลุงบอกว่าชื่อ ลุงหนึ่ง ขายขนมบราวนี่ คุกกี้ คุกกี้ธัญพืช เราลองซื้อมา 3 กล่อง 99฿ ถือว่าอร่อยใช้ได้เลย คุณลุงมาตามูลนิธิคนพิการ เห็นคุณลุงตะโกนจนไม่มีเสียงแล้ว ใครสนใจช่วยเหลือคุณลุง,positive
517,จุดที่วินจอดในงานเกษตรแฟร์ ประตู 1 ถนนสุวรรณ สระว่ายน้ำ กรมการข้าว แยกคหกรรม สหกรณ์ ประตูงาม 3 หอหญิง สำนักพิพิธภัณฑ์ โรงยิม หน้าอาคารจักรฯและแยกวิศวะ,neutral
518,หาคนรับหิ้วกำไลแบบนี้ โซนBคั้บบ,neutral
519,หาโซนไหนไม่เจอเลยนอกจากโซนA,neutral
520,ไปช่วงไหนคนน้อยๆคะ เห็นคนลงรูปในงานคือเบียดกันมากแทบขยับไม่ได้,neutral
521,วันนี้หมัมมี๊พาน้องจุนมาขึ้นชิงช้าสวรรค์ฮะ💗,positive
522,อยากไปงานเกษตรแฟร์แต่กลัวไม่มีที่จอดรถจัง😭😭😭,neutral
523,ไปตามรีวิวมาฮับ ผมนี่กรี๊ดเลยครับ โดนไปหลายเล่ม,positive
524,ถ้าอยากชนะใครที่นี่ตอนนี้ คงหากันไม่เจอแน่ๆ,neutral
525,ตอนนี้พื้นแห้งยังคะ,neutral
526,อาหารมื้อเย็นนน☺️😝,neutral
527,ถ้ารักลูกบอกให้ลูกกินข้าวคะคุณพ่อ,neutral
528,ตอนนี้คนเยอะไหมคะ,neutral
529,หาคนเดินเกษตรเป็นเพื่อนค้าบ,neutral
530,จุดจอดรถจ้า,neutral
531,คนยังไม่ค่อยเยอะ น่าจะเริ่มทะยอยกันมาหลังเลิกงาน เลิกเรียน,neutral
532,ยังมีแถ่กนี้อยู่มั้ย,neutral
533,ไปอุดหนุนคุณลุงกันเยอะๆนะคะ ขนมอร่อยมากจิงๆ 😊,positive
534,วินมอเกษตรจาก15เป็น20 ขอร้อง อิเหี้ย ฟ้องใครได้บ้าง,negative
535,หาคนเดินงานเกษตรแฟร์ด้วยฮะ,neutral
536,มีใครไปแล้วไปคนเดียวบ้างมั้ยคะ หาเพื่อนเดินด้วยคับ เราถึงแล้วคับ 🥹,neutral
537,ตอนนี้ไปได้มั้ยคะ เมื่อกี้เพื่อนโทรมาบอกว่าน้ำท่วมอ่ะ เลยงงๆ,neutral
538,ขอสอบถามค่า ร้านมันเกลียวอยู่ตรงไหนเหรอคะ,neutral
539,เตรียมตัวออกเดินทางได้…งานเกษตรแฟร์ ประจำปี 2566 📌 งานเกษตรแฟร์ 66 📌 3-11 ก.พ. 66 เวลา 10.00น.-22.00น. 📌 ม.เกษตรศาสตร์ บางเขน,neutral
540,【บอกว่ามาไลฟ์】 ฟรีทอล์คคนหนีเที่ยวงานเกษตรแฟร์ครับ หมดเงินหลายล้านบาทมากๆ แวะมาฟังคนป้ายยาได้ ปล.ไม่มีสปอนใดๆทั้งสิ้น อยากบอกต่อล้วนๆ 20.30 น. https://t.co/KFnDF2SOrk,neutral
541,แวะไปทานกันเยอะๆ นะคะ ห้ามพลาดน้าา,positive
